convex_hull_volume,distance_from_center_of_field_to_target,residual_avg,error
115.2370901,3.902651073,0.024274979,0.612886463
11.8336371,19.60947955,0.085394368,1.234684524
212.3252889,14.27828086,0.131286798,0.872866305
100,18.23167441,0.368551255,0.757013094
164.2491815,6.547948895,0.36988295,0.929900246
120.7927819,5.645806822,0.235482273,0.70161102
70.71483552,11.94811727,0.806614582,0.740887162
204.2405829,18.09523891,0.007943544,0.798415815
185.6357908,7.172441339,0.400864437,0.630323562
78.65075,8.538984216,0.201538816,0.047421465
136.7475214,6.915156837,0.577489213,0.363825335
63.95142284,11.46209809,0.264846571,0.834775609
161.7052404,2.880145124,0.4857028,0.410087184
123.1502115,17.55231409,0.265070593,0.657881453
210.4894537,14.61284775,0.522708831,0.295272358
225.9693227,10.40130474,0.496283897,0.557992618
125.4012366,15.71282074,0.290398896,0.252872228
178.5892666,20.32443654,0.084388001,1.538563702
50,4.24790562,0.053024625,1.40751307
3.781810785,6.4782021,0.599569422,5.326433339
69.98823453,15.11830791,1.171320562,5.02464817
50.58387563,16.16326933,1.937520863,4.455791405
24.04815946,14.50370948,0.280401714,1.047216208
30.16015455,12.18611082,1.09836999,3.321657489
102.8189061,9.026441921,0.132198347,1.699781554
13.31604404,8.875432413,0.419563538,6.426511262
232.6890464,16.25992379,0.466166816,1.598647961
182.8661373,6.519527171,0.569292278,2.322766514
147.9742542,8.688096321,0.422968928,0.954798567
79.98152961,11.88622253,1.848237534,3.365469055
172.8683596,5.681042898,0.078111858,1.054940921
222.3694734,4.150537716,1.08966516,0.503139667
159.0075531,15.07626713,0.841358739,0.747641002
222.585765,9.799414096,0.77898786,0.485237545
64.27504553,18.17448816,3.44351579,1.688809905
333.7627579,19.16669501,1.577104376,1.956044071
298.1500784,12.71373503,1.569779504,1.246318302
139.4815003,18.36179832,1.573290905,3.647592868
50,4.871474426,0.000657296,0.565202291
1.945647332,4.199953147,0.005364646,0.380698299
80.91427634,7.547489009,0.057750053,0.492043297
32.85992367,12.89299052,0.026565179,0.804910894
30.91427634,14.58248174,0.241503863,0.181088674
117.1044046,10.22187392,0.435711243,0.33563544
93.5639968,10.91862405,0.262442685,0.299472643
103.6455829,13.42310573,0.179984987,0.17032158
39.28362786,13.5919818,0.138102742,0.854784887
41.69771327,17.82638077,0.058114462,1.427255707
54.70554981,14.75618542,0.018603336,0.809235549
61.88632521,17.58005648,0.149246996,0.731362934
358.7946253,9.4327401,0.247868803,0.789398484
32.68956697,19.90211487,0.036649609,0.989991561
256.0753158,12.25300986,0.221843782,0.709889722
307.7157106,9.275146964,0.587109832,0.35838616
230.5363752,10.29785709,0.561307933,0.426451252
201.8449377,16.40813546,0.45159463,0.324276895
253.2879935,14.33269755,0.687475585,0.199961037
53.66924799,11.07313166,0.221038252,1.192377581
50,1.373166456,0.369662841,0.771605236
29.57978125,11.0375289,0.071693362,0.636115068
50,11.01128488,0.24916746,0.218573085
18.18573847,15.14511307,0.274743588,1.084052408
76.47914189,8.384704601,0.656416333,0.608100095
107.2835843,10.77427428,0.626044239,0.330546327
82.16290349,7.629811211,0.09546194,0.89969658
80.87079044,5.294869075,0.794607727,0.800769619
90.14808033,11.35432751,0.35320579,0.763447042
66.53088218,13.94476835,0.296633809,0.082625279
21.37124958,13.64256735,0.370980298,2.838500981
87.27602296,10.34685739,0.518844409,1.324937117
167.0022706,17.92968885,0.066010444,0.213883944
84.17926064,17.74186687,0.483643848,1.275609635
176.2236871,14.69796817,0.273948764,0.666462429
250.9365547,10.83440481,0.568601041,0.725988392
261.7063613,9.199540776,0.627421268,0.274558085
304.1222604,9.993358797,0.393262898,0.420177864
177.2613495,15.88139005,0.198961656,0.713030883
351.2306359,17.18919419,0.2706633,0.423642574
50,14.46550821,0.162950679,0.24354634
50,9.498954111,0.00033349,1.160737834
115.5759128,9.074046063,0.075322606,0.737942183
45.69877059,13.82604945,0.017374484,1.052300608
120.4622654,10.55702087,0.507685908,1.629213381
52.8711538,5.386013177,6.034707717,6.341342065
172.3596283,12.71183714,0.735366032,0.603339952
50,6.672914953,0.554077718,0.681635141
127.5722586,4.183387693,1.894008614,1.28084932
69.35868821,9.920572059,0.02244805,0.625391182
242.8583388,7.740677177,2.38404905,0.722155286
147.9455656,9.013337261,0.108448382,0.651406932
201.7918462,5.852188164,1.360168208,0.944044896
155.4449761,13.47115743,0.528744324,0.217723018
161.3661339,9.952262054,0.354298091,0.204480813
53.90130443,15.79111924,0.639866186,0.264878298
166.8951979,13.37432709,0.173485791,1.063733112
184.1163552,12.05864889,0.311481322,0.236998442
107.3125948,15.3710595,0.402514382,0.60477496
201.6410535,12.14629032,2.960313956,1.88580008
50,1.548560053,0.121264669,0.593080994
28.11538226,14.43012282,0.03920987,1.219100882
62.58583265,8.263685329,0.000619593,1.582739086
62.46929646,3.231950603,0.244853077,0.38001129
25.61449828,1.22149078,0.372280567,1.083255727
69.98199525,9.684204261,0.350717019,0.599620623
42.15674368,13.6371724,0.191692509,1.444490849
3.973013134,20.58985694,42.66226374,27.24125746
180.7636581,8.511049287,0.237780796,0.718211745
82.5571836,11.96236768,0.838454566,0.769373811
120.7392084,15.93306997,0.792068238,0.912377625
242.1102027,4.481954191,0.18392281,0.648161081
147.0678704,17.43461233,0.462126034,1.405666902
90.1701109,9.501872749,0.485642501,0.42892061
84.59686544,15.00040326,0.240077852,1.070752214
145.3411755,8.340916037,0.908500881,0.86643737
188.1378203,3.827727929,0.342792902,0.41883481
270.9790462,11.63463229,9.79535541,3.499407256
106.9851251,19.6434451,0.352737328,0.733812383
180.5289721,16.5321014,1.203136995,1.126209154
50,7.794674719,0.033008138,0.169204611
61.84716404,11.83927649,0.041172585,1.693713793
73.93666636,12.55035605,0.18130745,0.260419176
53.20091208,11.68506551,0.067338093,0.401479005
82.98370613,8.235290444,0.018669148,0.380381374
157.1689632,4.263805312,0.690782399,0.577708263
119.3482608,7.535793342,0.298385248,0.250819971
184.2236784,14.2972744,0.406427694,0.256304933
55.09756214,19.47070934,0.001220041,0.149077365
76.91342239,14.72052931,0.448125268,0.759018769
242.2223781,11.23196077,0.181961426,0.478106676
38.62358009,17.49241423,2.302810316,3.360785744
87.98551846,11.0180029,0.098594096,0.10093053
130.3102051,11.89275314,0.197587775,0.486838147
129.5881377,13.18535605,0.115047548,0.170682063
176.2577031,9.837302879,0.219533206,0.618988248
157.9305602,14.30078315,0.360002283,0.784692794
294.3795188,12.48747609,0.61698356,0.246773218
3.143350048,10.71913023,3.09E-07,14.12044203
249.9560712,16.95557919,0.157768225,0.30756982
50,8.125972674,0.147203022,2.122551779
50,14.58505793,0.171069376,0.496171892
59.78528632,13.14717456,0.401624155,2.571406805
1.551237329,11.50279814,0.020297992,2.475454207
214.7346859,2.197347707,0.677138959,0.222180351
11.22569811,13.97016906,0.041905087,0.596056562
172.581138,5.665080816,0.521698303,0.578216004
144.5548366,4.789208654,0.258210248,0.780433315
96.68968266,6.6266204,0.257992382,0.578581841
160.8992145,19.5014141,0.406956278,0.457037078
27.9648188,19.07758617,0.059496407,2.066860548
162.4041033,15.48892924,0.365263407,0.237958485
102.5472522,13.61401057,0.428960597,0.350624511
57.17097285,15.17722584,1.838477698,0.714617992
165.9735292,16.84657884,0.107710988,0.852648349
13.06181707,18.3544586,0.182810516,0.380157159
308.7731774,14.68906108,0.166180193,0.318593498
172.2135525,13.90535928,0.94258803,0.960720791
275.6030206,10.93850393,0.416226679,0.156569123
145.8346675,13.43542701,1.136896594,1.762353335
50,12.16763663,0.004368729,1.336830901
50,4.24888146,0.226978489,1.699885338
100,2.973410435,0.659064133,0.710301821
135.7123217,6.347987283,0.110315274,0.581863598
16.71923279,15.57282653,0.004823613,0.869967085
100,13.38869703,0.019474425,0.294873262
141.3530211,4.918312886,0.48001899,1.184727183
111.9687315,7.679376192,0.266552959,0.644458538
11.23896698,15.72044243,0.003189095,0.59225186
133.1946151,12.49136021,0.411212878,1.029590814
160.588499,8.835005457,0.479789678,0.771483274
182.9369038,6.060402014,0.911553182,0.349654134
324.7142854,4.352605931,1.05197412,0.53240465
213.6887684,7.605034446,0.332665952,0.850842001
115.3968343,1.985590761,0.298031048,0.689304252
134.8578392,13.24709532,0.674099732,0.761719238
121.4229102,19.04980193,0.55507878,1.121740802
263.4130243,10.64449486,0.326658903,0.710112028
188.9334849,12.30294211,0.530633374,0.272543306
281.0587412,10.91565143,0.545518543,0.43030139
100,2.485879576,0.271836239,0.380004603
32.85163934,8.174957219,0.009149031,1.01925346
100,5.021032655,0.389442614,0.535650144
17.78735937,13.87400284,0.511182846,0.885811628
54.21972779,17.10481819,0.291655864,0.591905265
70.02018151,15.00293776,0.224976859,0.184123495
103.5718347,9.41721955,0.883842424,0.469866809
145.2977034,6.066870699,0.329810467,0.366778801
62.96409371,13.32627636,0.298014077,0.844410268
93.77740585,16.39810358,0.183477605,0.709649658
27.04445065,12.0422422,0.032877209,0.68284746
245.3234352,11.18904722,0.332429269,0.137881842
303.0996823,13.64085393,0.453103196,0.182029221
121.2804405,16.01846523,0.416594203,1.26448838
283.6755809,6.804512879,0.540813877,0.620955962
209.4174811,13.77105372,0.067840081,0.282161134
253.6465027,2.586572308,0.198946763,0.246119395
124.2602401,13.52371709,0.468294573,0.251139446
373.8089011,14.22600522,0.341879537,0.385167095
47.44603414,14.74715353,0.156499513,1.1030544
50,12.04673915,0.025844128,2.110651421
50,5.980474291,0.013430421,0.357193531
100,7.442475439,0.087978174,0.928745975
43.04223219,4.064750394,0.085023232,1.139947592
17.96888926,6.952825039,0.975787182,0.462056498
23.30163238,10.07780685,0.208809806,0.441624891
50.17188574,7.148347467,0.503631479,0.950640668
85.05588626,12.10171217,0.238748286,1.5714834
120.7288926,4.81237849,0.398024038,0.293221334
78.87055348,11.71582532,0.747340281,0.385942789
87.80687781,11.2682215,0.396769303,1.063919376
180.3515722,9.048200974,0.140710747,0.436912835
32.67713253,16.80827903,0.00010285,1.199124403
53.75255404,17.20606405,0.312511714,0.793860785
71.79480891,5.604490951,0.592552548,0.497973784
218.2857673,16.19001976,0.509374988,1.008215846
3.25725829,16.5658757,0.485874529,6.985096267
104.4448167,14.799025,0.473099449,1.690721425
41.11151992,16.16473616,0.486159833,1.092599317
206.1999968,11.06770339,0.568169935,0.719079996
100,7.894396216,0.281337292,0.281809648
111.7038215,4.318653704,0.219769569,0.257045111
72.18256878,2.339323764,0.026041451,0.557479739
15.97191797,12.94312521,0.001758577,1.04536062
66.67917963,10.73856852,0.167459766,0.648761524
17.57534094,13.73725395,0.119553461,1.065750234
123.3187194,5.599229112,0.242923512,0.233702172
67.04484384,13.96237799,0.494036823,0.846384919
142.7834697,9.930611102,0.37740656,0.329734278
141.4172042,13.43641087,0.209760737,0.552686707
199.7717302,13.19612877,0.141068187,0.513600214
256.5363774,6.89504789,0.182866528,0.174091663
240.3783697,8.69445201,0.165869967,0.26236702
308.1387084,11.40501131,0.582121641,0.534150309
93.48024453,14.16115973,0.650024108,0.175490145
55.62204665,11.25625288,0.063393053,0.489707271
211.8331319,14.35900741,0.13017818,0.196492507
224.3238056,10.20713105,0.300376719,0.3328144
142.0619436,14.59807287,0.176868947,1.098881966
97.46283853,17.45667624,0.258493627,0.421689308
50,8.607571841,0.010020398,0.592664225
115.7839319,7.822367199,0.14625548,0.3652482
100,6.315176603,0.407404995,0.516309905
72.45151565,9.770450212,0.271920082,0.618701137
54.70773248,10.64485468,0.036491791,0.980052814
89.94305571,11.28921389,0.152299744,0.511265043
83.28656356,10.31618723,0.089382851,0.317715671
104.9900917,10.75937925,0.596614832,0.633966316
168.6598723,9.998656027,0.391011292,0.161462928
32.31903879,4.653643637,2.960358569,11.70766237
43.84363518,18.94349974,0.662904166,1.212187892
142.848493,13.69433992,0.275256743,0.590274142
169.5076663,6.9400494,0.232683607,0.712612389
68.44372548,17.93993636,0.081209255,1.067482022
70.78265573,18.26231222,0.215766358,0.466035806
241.2976907,11.14495153,0.378785031,0.205340276
102.2428885,16.64260601,0.983385264,2.058232398
126.8772923,9.266064614,2.829222446,1.194097342
220.8552301,15.08926112,0.504995465,0.979786894
101.0680881,18.90635366,0.370663728,0.0793342
50,9.534838165,0.494926859,0.771797312
2.839125367,15.97312252,0.0304159,0.596959896
50,11.57429655,0.034793531,0.245549077
60.30771715,6.902364394,0.342452479,1.14529768
3.983888567,11.15535193,8.42E-05,1.898064964
135.7959575,10.23493503,0.767816436,0.770137151
185.3636346,6.7485149,0.769819499,0.821436337
37.7979418,9.620688166,0.395778661,0.647580379
64.58581769,12.37881754,1.096791042,0.557495357
34.25952721,12.57210249,0.102459277,0.816088893
100.2549488,13.26651949,0.343734646,0.813619906
124.8452843,12.23273306,0.212830202,0.256420677
158.5545584,6.77221618,0.168238857,0.965020179
54.904397,10.3999176,0.857832301,0.130463676
38.31314465,16.998114,0.791295376,1.090673347
18.3342411,9.663655681,39.75979772,10.38815642
263.6503193,5.416728502,0.238628033,0.976814597
73.98434748,15.22845938,8.970723952,6.331034788
38.46863911,16.96577038,0.442345716,0.801773949
137.6548182,15.44971102,4.19063818,2.948090538
100,3.736019764,0.134106491,0.881361645
69.88326102,12.5423448,0.255947121,0.472281988
67.39391029,15.0324443,0.088618518,0.908832815
87.7088992,15.12510843,0.543275896,1.209294899
37.36784451,14.08551488,0.144617409,1.002253684
122.3943182,9.539318674,0.45395357,0.557968188
144.9282769,13.69976479,0.142574409,0.757637073
26.91456209,14.91266742,0.002646467,0.448571922
181.6069037,6.368567974,0.071462418,0.204007631
44.25933496,13.67121197,0.23425016,1.132881995
160.7789234,14.93308445,0.208741042,0.621031425
350.8624303,3.034173687,0.283254608,0.440552581
38.72290307,15.21897019,0.20680122,1.255063708
67.832054,16.51896679,0.275148438,0.560958438
253.3610486,10.42977597,0.263067665,0.623163787
282.839523,11.70632578,0.370239309,0.417049852
202.234046,8.946863055,0.297369462,0.385831603
234.9799852,13.96248965,0.252580827,0.321600522
83.83337945,19.50585256,0.36719337,1.084710451
399.3238513,12.52888351,0.651526863,0.69471032
50,3.827987064,0.052428451,0.521764662
29.33127586,15.50520148,0.025444603,2.325482024
64.31214586,10.79138832,0.335007157,0.858567205
21.00134634,15.10719833,0.087968708,0.182017849
132.5789696,7.545971087,0.463621598,0.318020079
88.55679588,12.08863874,0.116599057,1.69166473
131.883077,10.38156335,0.467416339,0.953108937
83.67537429,16.33423051,0.262520973,4.432363452
79.33127586,15.57094744,1.032845338,2.397532208
97.50870261,7.329572265,0.491284573,0.34835839
272.4042868,11.97177805,0.760256324,2.439073709
234.256448,7.443216647,0.613404004,0.380314357
249.2220314,11.6997739,0.957551952,1.94669133
246.3226304,8.086713604,0.663027286,0.54480565
226.6134263,11.94107496,0.51053358,0.81788083
336.2783187,5.683245827,0.784855011,0.700873154
204.5473181,12.99924282,0.576069556,2.263897019
185.4096901,16.37186528,0.293765935,1.982662078
305.552191,10.28015818,0.619019806,0.297120377
180.6482311,14.46032349,1.051705039,2.156417532
50,12.08866878,0.006549594,0.467786153
25.30366119,9.496114324,0.29517525,0.465425801
152.4416393,3.254113083,0.594542755,0.201361642
84.80619669,3.483834253,0.201878353,0.594527187
19.79568215,15.90306838,0.431773519,4.793903187
34.05012247,18.90258672,0.067066886,1.161910305
100,15.63696054,0.392762142,0.839785905
68.49675555,4.910098314,0.342726178,0.272821926
102.4416393,2.99712208,0.089152248,0.29564401
84.80619669,11.89574687,0.663926893,1.220923025
161.6847947,8.950900217,0.780175482,1.073758317
122.5948759,13.98317332,1.232184323,3.136664024
195.176009,11.26781647,0.499964045,1.027418208
172.9518655,12.63255335,1.769517444,1.591137437
178.3171302,2.689564777,0.54230141,0.119228732
302.8033301,6.556348493,0.42910781,0.198359191
363.7057669,2.252797011,0.355171743,0.669120715
230.4312309,14.36076982,0.516850984,0.267436867
102.4048694,18.96394885,1.168172665,3.028375052
64.61248671,20.48943866,0.197878474,0.561069054
50,6.752468766,0.089893029,0.501801883
100,7.584618608,0.098723988,0.59872926
23.62065907,9.574643192,0.011657891,0.921840465
97.73137683,11.19070158,0.038017466,0.396920175
31.82802187,12.82485801,0.000661859,0.576083081
75.85041191,15.69956645,0.059505556,0.142895814
119.9288809,8.476648326,0.553615269,0.323835797
160.8631836,12.32804871,0.140395106,0.954470291
251.4289446,2.065107521,0.162004163,0.508431774
75.41188807,14.7891467,0.143326751,0.586152733
156.7629264,10.31675696,0.185785615,0.858299594
108.4482649,12.43108822,1.344547376,1.049722744
271.4483639,6.140424263,0.662299606,0.508663357
164.3207966,11.30957214,0.60535137,0.382149366
65.62170485,14.34371195,0.495437483,0.43112254
54.6347097,14.0762782,0.240546359,0.911893894
182.7350192,17.01956759,0.184578591,0.398248876
304.3260598,11.84454863,0.280022495,0.512292805
109.9833329,16.59622156,0.527815393,0.77060558
183.0195024,14.13608901,0.140779171,0.535545481
100,9.939646918,0.438422307,1.074415776
71.96825946,11.71304766,0.038997572,0.202417185
50,8.363493091,0.079345492,0.898675232
83.27710319,9.116095969,0.146685125,0.213369648
1.404933357,8.139964822,0.118081209,0.86997326
78.24471869,14.46416425,0.254863944,0.931117665
73.81042055,18.23499882,0.004888718,2.036579798
66.86382493,2.178721016,0.365282919,0.702621156
218.1199675,7.7986024,0.529502087,0.439770287
