localization_order,RMSE
1,0.8890804703553336
2,2.1237874858640144
3,2.5360489704176534
4,2.771182877416076
5,2.876917729538024
6,2.8739960886565545
7,2.916994237581138
8,2.8656445892066866
9,2.8424569518540985
10,2.770298041570149
11,2.707240774939783
12,2.640509908067423
13,2.6315657556200174
14,2.563055121135316
15,2.567604434335276
16,2.5776111409256894
17,2.608450516074933
18,2.659410944722991
19,2.8326518091292505
20,3.1502809102698706
