RMSE,CDF
0.8671733866477517,9.69268737046563e-06
0.8674248654921263,1.9388185604198445e-05
0.8674952471997244,2.9084470517848856e-05
0.8685735769765007,3.879280828456128e-05
0.8688650306242286,4.850440372630607e-05
0.8706376997212277,5.8235812884238485e-05
0.870864982787966,6.796976246112795e-05
0.8714722954239469,7.771050017474685e-05
0.8715224513358706,8.74517984977912e-05
0.871571253522106,9.719364229921561e-05
0.8715768838656475,0.00010693554903287547
0.8716303473731386,0.00011667805334606419
0.8716485916424517,0.00012642076158156127
0.8716708814768857,0.00013616371895800299
0.8718716841933754,0.0001459089207736584
0.8718822235933185,0.00015565424039171676
0.8720343090890378,0.00016540125992029625
0.8722050832282527,0.00017515018824862424
0.8725462092663523,0.00018490292945692774
0.8726719158178506,0.00019465707572945812
0.8727228047893361,0.00020441179080506622
0.8727443831561192,0.00021416674706930674
0.8727515448346009,0.00022392178338202616
0.8727856804154304,0.00023367720123956498
0.8728010492704396,0.00024343279087994345
0.8728374635739358,0.0002531887875351878
0.8729913902138992,0.00026294650468003904
0.8730030208798826,0.00027270435182473923
0.8730889136600332,0.0002824631590218098
0.8734562103901685,0.00029222607161744573
0.8737204388172314,0.0003019919375827045
0.8737368894927798,0.00031175798742267343
0.8737506356881991,0.0003215241909084723
0.8737917873332384,0.00033129085435999007
0.8737955088071054,0.0003410575594076676
0.8738013920462011,0.0003508243302142789
0.8738796432191961,0.0003605919756604581
0.8739157226957842,0.0003703600243790306
0.8739316186981368,0.00038012825077254523
0.8740145817645406,0.0003898974044720385
0.8740762070673221,0.0003996672469781801
0.8741081766368339,0.0004094374468189071
0.8741466969510997,0.0004192080772140876
0.87418263884999,0.00042897910934390943
0.8743178697788568,0.0004387516529951139
0.8745640153680458,0.0004485269478980061
0.8745701213095708,0.00045830231104905175
0.874611476965869,0.0004680781364461184
0.8746451530749131,0.0004778543382523344
0.8746853135795043,0.0004876309889459605
0.8746951885152863,0.0004974077500150511
0.8747308155644988,0.0005071849092996027
0.8748127603089875,0.0005169629845080078
0.874818895321604,0.0005267411282895036
0.8748413886017397,0.0005365195234859248
0.8748610462053487,0.0005462981384019651
0.8748637019361513,0.0005560767830019981
0.8748639308571597,0.0005658554301607578
0.8749065661762748,0.0005756345538687585
0.8749916501711997,0.0005854146285890661
0.8750706753993872,0.0005951955866008157
0.8750715914801994,0.0006049765548519076
0.8750863077188846,0.0006147576875913278
0.8751124468620618,0.0006245391124967057
0.875134005853435,0.0006343207783741505
0.8751653099783064,0.0006441027941482832
0.8751696830449829,0.0006538848588016466
0.875206342049876,0.0006636673332049855
0.8752665457811315,0.0006734504805255916
0.8752810592750134,0.0006832337900683795
0.8752811886971181,0.0006930171010577616
0.8753017030333977,0.000702800641342751
0.8754086895598714,0.0007125853774519778
0.8754180697251465,0.0007223702184064535
0.8755076037652992,0.0007321560601128822
0.8755181539765554,0.0007419420197425555
0.8755264423416755,0.0007517280720140616
0.8755834406876799,0.0007615147613751704
0.8755848808623494,0.000771301466833594
0.8757051739732739,0.000781089516848406
0.8757125031407779,0.0007908776487837778
0.8757358802606136,0.0008006660420130476
0.8757674330352424,0.0008104547879182465
0.8757764173429176,0.0008202436342440615
