localization_order,RMSE
1,0.8193235300331142
2,2.6667743230016234
3,2.095672501233576
4,2.1884711444699274
5,4.11959018339275
6,2.8636668990665846
7,2.7032018567756135
8,4.042584843827877
9,3.07060395138127
10,4.74989113147428
11,2.8102183903703764
12,2.9329317737129204
13,1.6903492743549946
14,3.96114527625727
15,2.4933146095174825
16,3.9358326330777
17,2.1878806721836668
18,3.462140774589059
19,2.953191292645125
20,3.631049319848696
