convex_hull_volume,distance_from_center_of_field_to_target,distance_to_approximate_line,residual_avg,error
50.000000000000014,5.250813253148006,2.981423969999721,0.0012816999399587272,1.3835666309726002
11.894699990267174,10.998151895358234,1.5444928698644926,0.011298703524241277,0.8613122772419648
100.0,5.742501653001355,4.670989051956276,0.23228982984767227,0.48603085277187025
39.002498336577005,10.953887319609748,3.4765669700193027,0.48334718805015175,0.958537181222178
127.10779834630983,5.459257786416266,4.146158437321891,0.4390420847053072,0.18579485774554624
128.07263003147273,11.681232282624872,4.054804640754169,0.11095464110683899,0.950434828730345
111.88616263642747,15.669755207711733,3.4752989916510257,0.29938833124368736,0.29909932337964146
181.88737853955936,4.812762624091991,4.0841994160086275,0.4685908437073672,0.6011249742319388
91.3426494015387,11.710304309829713,3.746005885059758,0.1993231378685933,0.3348282080971962
50.000000000000014,5.2194295365096615,2.981423969999721,0.039481759760671926,0.36360915700601915
50.000000000000014,16.05693247679651,2.981423969999721,0.11635205039047399,0.8360139541176038
86.82348871168722,4.658736383872203,4.634336433764856,0.05665274432668203,0.7679351348117801
44.65199769989441,5.867478519364827,2.768611181404974,0.5311006746019956,1.098500239132148
35.977330781117175,12.291592886927798,1.5690753685864678,0.0726592356063189,0.7944529454508507
15.603194276214943,12.443527843335332,4.033925370602111,0.23508592134228518,0.7255028604236373
72.15536845346134,5.278184694448353,4.128130465508183,0.5329009843903977,0.07105162232116924
130.39384613005976,11.780660367971743,5.029234658755466,0.08267414809969967,0.3405800231808064
39.34854272901814,12.42157282392466,1.9585655077817883,0.045111862799524026,0.7034319959052595
100.0,5.034884128553541,5.0,0.22093074661551065,1.1416060533342025
50.0,5.706332483471221,2.6620550985789695,0.017001171290277547,0.5209787770005656
84.7811958713007,5.645818869347401,3.8315064133018106,0.2682332915096274,0.8143674758170555
100.0,11.762390067036229,4.628395226913779,0.5205255264955406,0.2127431923716039
67.16519139865747,5.911162426039399,3.9757475549510763,0.023466029526638274,0.8196962751775206
69.0781052478512,11.780540668774083,2.861896161311953,0.4145626948574617,0.2909999096900267
12.355193328247436,15.815133116164667,2.387115857120199,0.02496787458513403,1.1966756828146423
126.17040338090119,11.410124790381186,2.1893984216176032,0.08673897851100575,0.5201498160575608
