localization_order,RMSE
1,0.8277760084506738
2,0.964450160395472
3,0.9513170108323963
4,0.9099594962019915
5,0.9063674697302826
6,0.9034008223834761
7,0.8549718533679922
8,0.8271442381615616
9,0.8353253661810565
10,0.820964536001219
11,0.8191224204351638
12,0.8494269335236797
13,0.8363233790044553
14,0.8521186814241734
15,0.9061997799714714
16,0.9460373959961311
17,0.9487481878039122
18,0.8936040588963635
19,0.8343733340312975
20,0.7993659867656049
