localization_order,RMSE
1,0.8319074563730471
2,0.8898938132332769
3,0.9001119045930233
4,0.9149860892657107
5,0.9219731915159955
6,0.926311826949347
7,0.9202223716894871
8,0.8806443289405192
9,0.9028250542935806
10,0.8840003477861594
11,0.8706171399300584
12,0.8850426503061112
13,0.8927947626280539
14,0.8906142345418135
15,0.8816406937844053
16,0.895005965450192
17,0.9136116093479096
18,0.9586200288901507
19,1.0000725635139835
20,1.0035370417590226
