RMSE,CDF
0.8721883392039809,8.846015346992983e-05
0.8736929182091209,0.0001770729061936215
0.8767455140146027,0.0002659952630260783
0.8914683247977337,0.0003564108547974167
0.8942722949848889,0.0004471108342656913
0.9003273243706055,0.0005384249343368787
0.9033248481840608,0.000630043052937837
0.9036157427211458,0.0007216906750006479
0.9061713803182408,0.0008135974980684377
0.9085542666168702,0.0009057460011475316
0.9140688925439352,0.0009984538153683944
0.9143761794914107,0.0010911927956222239
0.91466237175284,0.0011839608024179478
0.9162661463117471,0.001276891469200323
0.9181969937626986,0.001370017968756608
0.9191229733435173,0.0014632383841475213
0.9196461605390233,0.0015565118628706619
0.9202069905480961,0.0016498422227815494
0.9205629844136631,0.0017432086887380774
0.9217544825703105,0.0018366960002792786
0.9219535982073458,0.0019302035067703762
0.9228732669662966,0.0020238042890322007
0.9238750137048639,0.0021175066716780802
0.9251157796217803,0.0022113348968037286
0.9251203832699351,0.002305163588846216
0.9264140002431428,0.002399123483693003
0.9268888551073277,0.002493131539851142
0.9271048158761808,0.0025871614994467584
0.9275068462109882,0.0026812322342551565
0.9275163372500353,0.0027753039316753356
0.9289704097597364,0.002869523105817666
0.9292376187347894,0.0029637693811557808
0.9294470880367921,0.0030580369015458754
0.9306527583217546,0.0031524267049035906
0.9309100447110511,0.00324684260307645
0.9309190644554566,0.0033412594160608694
0.9311193738436028,0.0034356965450692708
0.9315559937143123,0.003530177957472709
0.9315626628738748,0.0036246600462838123
0.9317360103476899,0.003719159716554617
0.9319233662001973,0.0038136783890600546
0.9320157351694436,0.00390820642992417
0.9320280184299529,0.004002735716596169
0.9321169511542087,0.0040972740231117995
0.9322879185054286,0.004191829669687423
0.9324528101369363,0.004286402040103957
0.9327986459455863,0.0043810094863032485
0.932817517915627,0.004475618846558588
0.9328193494359855,0.004570228392572627
0.9328941765255279,0.004664845527791345
0.9329142936576357,0.004759464703354463
0.9331978083126096,0.004854112633887996
0.9332433427526788,0.004948765182671253
0.9332437809856141,0.005043417775901507
0.9332681822825724,0.005138072843989973
0.9333294051640849,0.0052327341215004765
0.9333550204471719,0.00532739799699558
0.9333981069979297,0.00542206624246758
0.9335450241771196,0.0055167493887535845
0.933929205331898,0.005611471499930982
0.934051690661974,0.005706206033965473
0.9340924596513508,0.005800944702922314
0.9341539443929415,0.005895689607859886
0.9342228012993501,0.005990441496486914
0.9344031322227309,0.006085211674857614
0.9346005003970678,0.006180001870944909
0.9346165719739403,0.006274793697063349
0.9348436578249323,0.006369608554960967
0.934901627817459,0.006464429292362133
0.9349728718802809,0.006559257255565854
0.9354891717425461,0.0066541375835662605
0.9355116307519059,0.006749020189431808
0.9359484467322725,0.006843947098582465
0.9362472286789689,0.006938904311161488
0.9362911167304281,0.007033865975008195
0.9362952801011325,0.007128828061117382
0.936397841385521,0.00722380054932271
0.9364080822180064,0.007318774076186287
0.93643681157273,0.007413750516873649
0.936644004818104,0.0075087479717679895
0.9366887204190857,0.007603749961862752
0.9367925591468655,0.007698762483616083
0.936824414080978,0.0077937782361995386
0.9368931389412112,0.007888800959079902
0.9370770635993315,0.007983842336192102
0.9371368506776561,0.00807888977710255
0.937142487008116,0.008173937789667806
0.9371462203627664,0.008268986180881926
0.9371798409818942,0.00836403798200764
0.9372205307906855,0.008459093910024952
0.9372715555534,0.008554155013138214
0.9372776279768451,0.008649216732136238
0.9372807434331496,0.008744278767113887
0.9373972674553668,0.008839352620333566
0.937449230778037,0.008934431743840971
0.9374727588316846,0.009029513253639435
0.9375468805970756,0.009124602281106328
0.9376257744229061,0.009219699310239407
0.9376918149973517,0.009314803037420473
0.9377319552245564,0.009409910835752803
0.9378422158245864,0.009505029817070689
0.9378876035469731,0.00960015340175772
0.9378925287222012,0.0096952774859719
0.9379066099511016,0.009790402998349717
0.9380126153094727,0.009885539262132762
0.93803024077265,0.009980677313547112
0.938058898497138,0.010075818271520275
0.9380706543030509,0.010170960421805179
0.9381390364050262,0.010266109507623342
0.93814937686277,0.010361259642204069
0.9381631892999378,0.010456411177686708
0.9382302520998742,0.01055156951489474
0.9383326314732319,0.01064673823574891
0.9384065791367208,0.010741914456613532
0.9384275298401338,0.010837092802366045
0.9384414363978428,0.010932272558566476
0.938581812183497,0.011027466552131689
0.9386077672035412,0.011122663178138717
0.9386799211104545,0.011217867122227623
0.9388243766735735,0.011313085717465496
0.9388805482143805,0.011408310009802145
0.9391228999562451,0.011503558882233844
0.9391447377098782,0.011598809969520925
0.939198462991511,0.01169406650579929
0.9394770411731417,0.011789351296375029
0.9395487509193984,0.011884643359984438
0.9396249811130746,0.01197994315510587
0.9397254829194343,0.012075253143444542
0.9398245393626844,0.012170573178407067
0.9398796761174356,0.01226589880551703
0.9398827503593896,0.012361224744426524
0.940050241939016,0.012456567670872049
0.9402373421493283,0.012551929573624153
0.9402521908644778,0.012647292982380823
0.940426412915367,0.012742674061299619
0.9404454811725507,0.012838057074182539
0.9404755090586201,0.01293344313259048
0.9404952986644526,0.01302883119812405
0.9405001207144147,0.013124219752725472
0.9405067726791198,0.013219608981990606
0.9405130030660813,0.013314998843161672
0.9405285541865049,0.013410390281577509
0.9406985885400873,0.013505798965425714
0.9407053379177366,0.01360120833381756
0.9407085543967597,0.013696618028435081
0.9407432402227482,0.013792031241000906
0.9407803146121997,0.013887448213770845
0.9407951872556708,0.013982866694972238
0.9408116122896656,0.014078286842053535
0.9408324146395423,0.014173709098976228
0.9408448639430299,0.014269132618547418
0.9409831292365783,0.014364570161430475
0.9409903726728798,0.014460008438966197
0.9410494948985458,0.014555452712868667
0.941055268167856,0.014650897572314723
0.9410697128723943,0.014746343896789289
0.9411325162727344,0.014841796590987208
0.9412124889498296,0.014937257396271882
0.9412531318822538,0.015032722323693808
0.9412616989059117,0.015128188120010893
0.9413134537590304,0.015223659165472048
0.9413331074651683,0.015319132204275448
0.9413358197463616,0.015414605518167153
0.9413542134470367,0.015510080697607283
0.9413582747361042,0.015605556288956445
0.9413705324051422,0.01570103312351792
0.9413907523985185,0.01579651200885632
0.9414576319969488,0.015891997677339224
