localization_order,RMSE
1,0.8323373548275311
2,0.8720811194472754
3,0.8999892466769049
4,0.8913731583432176
5,0.892094301597963
6,0.8650394471810541
7,0.8440448131763585
8,0.8484637124014309
9,0.858953803223626
10,0.8354691088212348
11,0.8313790520216822
12,0.8420642920869289
13,0.8473373291873152
14,0.835435370203873
15,0.8791508006718655
16,0.8768316519870596
17,0.9469039036621585
18,0.9599867379135315
19,0.976604233604154
20,0.9972179490519802
