localization_order,RMSE
1,0.8540361126726521
2,0.8931346003459247
3,0.9233881313848593
4,0.918008717289433
5,0.9196282853640189
6,0.8967813899311713
7,0.8589085906475836
8,0.8805952731918939
9,0.9328515452868579
10,0.8632740446969098
11,0.8165182098651634
12,1.0050026540036905
13,0.9290196164782126
14,0.8520651850083713
15,0.9757214404930533
16,0.961582743437986
17,0.9306234583833166
18,1.1778072777893862
19,1.0819141721499912
20,1.0100900037365814
