avg_residual,convex_hull_volume,distance_from_center_of_field_to_target,distance_from_centroid_of_sensors_to_vn_maximized,distance_to_approximate_line,error
0.3127292791641768,50.0,12.857014035738338,7.0710678118654755,2.9814239699997205,1.0704691678779856
0.04110742195371151,50.000000000000014,12.765850158148847,10.285611228590668,2.981423969999721,1.0730004148764238
0.07718277275754858,42.344327587894,4.339655355350232,10.891411609504269,1.8918521144270466,1.0709897432916302
0.25956436406416367,86.42757977514289,6.3387289281715065,10.726450895714075,3.170224235562175,1.0949398099585157
0.08080146554229763,45.14245507464755,12.640431367746197,11.550627485996387,2.992455172201092,0.8865972159460398
0.479821715658123,186.44395836496267,4.980336940247016,10.44085313031029,5.547180489500074,0.326935367546163
0.7723483723521133,140.17860439292457,5.84049460765733,10.162717128820109,3.5966462027390746,1.45758910120002
0.15793284899847979,143.55101519131384,12.07508226989681,11.364341611073872,4.279997231946237,0.437797035164442
0.1411892886518301,60.469524702968585,16.63771379079986,11.657471956645534,3.8897214629647356,0.764848939576865
0.08675636084804832,50.000000000000014,11.639123441273997,7.0710678118654755,2.981423969999721,0.23009441257913937
0.08797555477930152,87.2395707787595,11.730060298444096,6.365763070343157,3.930575219169466,0.41396419019401665
0.4183597270025892,30.31676786844217,6.086754298607677,9.913272142368799,2.226914892055984,0.7880029145620393
0.003889805543363747,43.07719708968267,12.9001572239299,10.967343899522273,2.0328405032970744,1.3410235946918223
6.30134389645953,119.14862431003226,4.478044728144729,9.834044158689673,2.4986427835523717,7.480209196978816
4.71972833552326,134.6560785841037,5.403000534029136,11.80612079020064,3.806042925811411,2.4642671306553647
0.25358494753521577,153.5969010677855,5.959310776787441,11.36919836066308,5.381706994252492,0.9060516983328832
3.5479349515756726,154.48415711787706,4.774288857138414,11.619952384727117,4.693119178076483,1.4720808024097933
4.962931555247978,77.598134279567,14.13262116097902,8.834642785233964,1.8343208453308228,1.823194657020191
0.4989179483407127,100.0,5.498249273738895,0.0,5.0,0.20629727456610641
0.09783726503942465,50.485844071999715,11.591399626637058,7.142471013189128,2.4113053871834604,0.2703369158868975
0.008944702170555126,109.88429716924763,5.497074405162224,5.6379561404711565,5.917215311009585,0.38522219755999404
0.020590393365610277,5.805193199107558,11.585922561632566,9.986974328310195,0.427126734092262,0.2783670663135619
0.17782081518858087,129.91770993499,5.258216983669788,9.045545330107506,5.364515787985627,0.274051182230607
0.11106519967014207,81.77093448422505,4.655097514106935,9.055645136378953,3.1420678696605946,0.9410794245094177
0.08244306078531767,3.922678972483318,12.325244482619198,9.54978805185086,0.7912697915733887,0.5462532929756045
0.2454229238018533,128.52477822650542,15.998737310505069,9.105675142869183,3.965856714263459,0.14358844445221572
0.8639291711402677,109.72094137556914,11.334195188269044,12.572432966735978,4.0944670620490475,0.8413281241810245
0.052367296197113646,50.0,11.574796187808632,7.0710678118654755,2.9814239699997205,0.3797440415597516
0.05569468681404932,100.0,4.575172390804465,9.259836950246905,5.0,0.8331567270319513
0.31938342657771895,102.89163682871731,5.428183006108213,5.737531075969263,3.9190744787462037,1.2449374593766245
0.023697127764135895,59.8182452671781,11.645490577254241,8.280558469331158,1.9140633349125449,0.4724416287232012
0.5391706175221651,31.706757073768962,11.345792489183358,9.382771965719018,1.2528279658645647,0.5285139470093694
0.019160654575097826,132.50292404049486,12.410355107070059,10.151278406611361,3.4324918510128826,0.5729989677842358
0.2506608701168485,82.15443493829206,5.295055869212847,10.660429924164552,4.222780369225392,0.1601523570390805
0.5594567294259667,176.03555426597072,5.810520993403677,11.258336305906942,4.600560469259305,1.2321856088561776
0.5392448269823239,149.70309851221194,15.275421265192946,11.350133266005212,4.854626346520179,1.014197689164104
0.08470044941059164,100.0,12.20311524495108,0.0,5.0,0.9835154556563787
0.437428393756396,134.1911822850612,11.634713151538339,0.0,4.186959508168938,0.4346037061379618
0.3040749118313802,177.47203646729028,5.77026614729081,0.0,4.96729539034538,0.4770330380586513
0.6225822193418723,169.10877474779343,12.547715131907571,7.223394722945431,4.780726568674703,0.7944594794717377
0.07495888275309902,111.39743696075456,5.471884698029416,10.62196145062946,6.118043171583701,1.2010245418081746
0.11744340810480662,55.738418595112456,12.379310560342844,9.50516396412355,1.477598943375537,1.203411412899336
0.7195618824050558,146.46300787075214,6.301108435357728,9.457319486806458,4.323315453342963,1.550443696844992
0.5557854233963994,114.03038732593713,4.869785402233569,10.927397127161894,5.551444579214118,0.43352971956252734
0.3520273230835517,127.35655810292837,15.050378223690535,11.435581084193494,3.7563850510862915,2.0957155762477493
0.0007373010272011759,50.000000000000014,5.149248139572684,7.0710678118654755,2.981423969999721,0.4882117006179436
0.35731056967902697,50.000000000000014,4.603191657284726,8.097384255815067,2.887726037034862,0.901811080229682
14.586050585092018,5.253844768322616,4.701704481001178,7.946272279815088,0.40732946359488215,7.978221979986069
1.2713557835348908,47.63777902029548,12.194381791518133,8.221484850853326,2.9879097984857235,0.4419330033158999
0.41200148837424033,13.409546235042674,11.739266783318094,11.35122688981688,0.7104394196996312,1.417052611228458
0.3961754253833316,128.1486975851039,5.149536023271328,12.47658932792069,4.614895135263943,0.24399628643592594
0.6575177079962855,114.17258112841596,11.413340562387994,8.749697682917295,2.473795723274638,0.7515303945221938
3.6761115057667832,155.35509337183495,7.516393210002634,11.229844556903823,4.485011920254012,2.9387512010407
4.829830792392741,10.823569971089247,13.271612737564288,11.543413922090506,0.4535717148242325,4.056982602395547
0.38254285325160603,50.000000000000014,11.846992020967257,7.0710678118654755,2.981423969999721,0.09639321223190668
0.1485655226973243,50.0,5.882135910457249,9.477593616773804,2.9814239699997205,1.500300648599728
1.6664640752247881,21.984292761812014,4.632652125427675,8.603489498492928,5.353001192079766,0.6860851709160822
0.6992924472952409,74.82852723890682,5.430208044352179,10.157359447977177,4.547310266717087,0.6364629114323513
0.47993400279889453,73.15818666100957,11.904734764754027,10.105577626218192,3.802216093871297,0.9441651421842057
0.7066441705928076,74.82852723890682,11.600421565856639,11.626414363553856,4.065733392671291,0.33543741234605234
0.2060907460216567,39.28537228864182,12.184767863010984,10.277266273464019,1.9063087192542554,1.2735313431905564
0.3507797809525658,205.70881450289215,5.621110928416187,10.511968343300524,4.59686755583907,0.5267405178864295
0.12808897879697564,53.7075815484976,16.21008452983601,9.824464763146462,1.5269405195825398,1.0044012257114838
0.13097755736997646,100.0,5.197693767825185,0.0,5.0,0.39316556850041673
0.007809539973631957,42.004109389820826,6.138273780155865,7.220831277094262,3.0191876153667323,1.2689605405059032
0.052842009922869825,42.795429431191955,5.039694959862672,8.171675819016485,1.8985623945708332,1.110518802719797
0.7959569481569629,100.01957438320174,5.26576564661899,0.0,4.4378601042393635,0.20438718174539627
0.004172851438153173,37.91204371364742,12.19036696808078,7.142340418707686,2.71418968810501,1.187813776389162
0.13899258341817416,75.7553114312713,11.609997601245391,10.772038111865003,3.649137275318702,1.815136582445075
0.576665864049504,118.035216361479,15.420599322151297,9.96596986032399,3.541750751371733,2.059503021187434
0.1660698005779216,50.01957438320176,12.205574275112138,12.633606255636256,2.4231643679668435,0.5225821307940783
0.09817811843168861,43.27686825636031,11.633829182141042,11.949941057911184,2.3248152472594414,0.6723460399268246
0.2639685050634142,100.0,5.660759700590352,0.0,5.0,1.1505043451299302
0.0028991678573774826,48.58975129249822,5.82477816319221,6.93556854329611,3.1730006968075872,0.5831068348154178
0.3915194163809468,100.0,4.964016302174224,0.0,4.067599190337368,0.554380516169238
0.15793579901028035,100.0,5.4153469740393465,5.727682080785888,4.034665359525756,0.24550288378542126
0.05357070444602688,44.91050342696515,15.904474067944577,6.958657829474356,2.8071095266999913,2.038675681544378
0.2895474227306488,130.10952080454663,12.111364113227351,8.722436001671706,3.6617644467589043,0.9584675935529854
0.7461898588258263,115.50890175970626,11.284262842723956,10.28073330241895,4.309194205705276,1.155975488599332
0.44798928351489226,156.6918197771103,12.161796419318094,13.197526582759506,4.254243804172318,0.7009513970456693
0.5651323619344899,169.7401705591294,11.9022720786428,10.70245163185923,4.760340342850014,0.6960207630083767
0.022629757609314377,50.0,11.868099686933462,7.0710678118654755,2.9814239699997205,0.8860584913124212
0.32490031197069563,29.737851137033175,4.746765980458587,9.311010051112781,2.6404068831700935,1.0154760352531877
0.44292147942764687,38.71095803219518,12.094790023516078,9.119555443704405,2.7200200154004115,0.7143872784260985
1.001175537660154,67.1270588551376,12.261485476854135,11.066693321266635,2.2115903305707985,0.6570101916286283
0.5021576795290139,147.58968121670597,5.23561065288207,9.610994425611722,4.328687958617014,0.3264729695138842
0.11630118809029391,55.661814398986614,4.986261979630374,10.391055677469963,2.714621183694385,0.7568056714660737
0.35297534595693897,88.05706146481847,5.388885699280172,9.561602977513898,3.1059175503722205,0.09417308547656
0.12756743104999718,93.0648242784205,16.130111951750497,10.232668431903456,4.049041705491857,0.7826445776122857
0.4804797599962142,43.28741074283641,11.695383529151677,12.63770232718058,2.1832782211973734,0.26209232609275124
0.2127430479071658,100.0,5.260131439864009,0.0,5.0,0.20653430355478555
0.8548205836395208,51.42207542747348,5.969696623261142,7.109003385819734,2.475236780555436,1.17475198421459
0.36403291488894024,87.75946639395463,5.448766122055506,6.0985132075001385,4.231782224706476,0.42823907678981155
0.5030545735768175,7.127262265036433,5.052389165298259,7.909852736574674,0.3982219275382912,12.945653282892698
65.40710302785439,100.0,9.654994579546923,5.097166581317229,4.059061716041596,21.086917900094264
0.28335659481165726,87.16755089740062,5.51165892614659,8.213885865291333,4.021875929288387,0.3004890398584748
0.47833973343557457,50.000000000000014,12.840252350635268,8.259381498200222,2.6871765738674265,2.0155529302262027
0.8040294715221781,126.77735488691022,11.000997581435216,8.820416532215322,4.2074040605422205,1.2614352256135795
3.128792687010137,75.69726043910056,15.093023641888513,9.517144492908894,4.612188953273093,0.9647871113572125
0.20090194366829214,100.0,12.278605572185821,0.0,5.0,0.9634281098888837
0.5060965956195966,94.3043772384747,4.630862869096708,6.189411546867975,4.3775034309485,1.7909747006757981
1.5956557446488426,50.000000000000014,11.104464699027746,9.647398057979016,2.8300547182324314,0.9160738211754816
0.2510868405908063,38.625498773882235,12.782566327035644,10.594775634726489,2.4578825899979595,1.103634555797721
0.5128977560050118,160.99727763551732,5.958680375810269,9.334210186156142,5.123178080065918,0.7834518845837842
0.14433241079644,78.41464122551653,5.81422927021796,9.850418272868644,3.1412556975747554,0.5986044731850465
0.2046034740853126,120.42602453592222,4.58225806137916,10.123893972072594,3.5143738020396715,0.7244763479082753
0.17083189998882395,184.1871787157731,10.737485960786568,8.713148636610061,5.528728362977781,1.1573341114886957
0.5456030913813199,140.38367067355497,15.878576803196752,11.594337118094677,4.350712707934149,0.21395358656086566
0.0328382889452122,50.000000000000014,4.960822999210431,7.0710678118654755,2.981423969999721,0.3841248520586914
0.041019298458381453,51.18950593539088,5.184843874140207,7.106939441069091,2.4963142310174926,0.2866791659769109
0.3004556704378361,50.0,11.638326313854767,7.984190658189361,2.981423969999721,0.3778010957514146
0.1420877334545623,85.05814195168404,5.3788502197844705,8.985853464711118,4.037614915635523,0.44865378534151185
0.21790301814178345,122.62047812551305,12.220181601496583,5.963964770965987,4.754588473229201,0.682403012146948
0.19297366332907662,42.490881935952515,12.00831241915688,11.363245850655435,2.1127042965634812,0.1656347118951126
0.31850639926017116,110.12858937436073,12.014149223400198,9.84556956086445,2.09235312749447,0.6129157423884114
