localization_order,RMSE
1,0.8208665561121815
2,0.9099017207625804
3,0.9414584847075934
4,0.9202405463346411
5,0.8874939670144608
6,0.8828521914724561
7,0.8539313291649434
8,0.851915487433692
9,0.8551133944836635
10,0.8404412658682128
11,0.8240537310332471
12,0.8191754647626789
13,0.8403652169128162
14,0.8455627382272378
15,0.8532628463204256
16,0.8680895885576554
17,0.8985646677005902
18,0.9095833311971727
19,0.9160800059718807
20,0.9281081849698914
