2,3.3,0.8315
3,3.3,0.55
4,3.3,0.3662
5,3.3,0.2536
6,3.3,0.1769
7,3.3,0.1257
8,3.3,0.1001
9,3.3,0.0732
10,3.3,0.0531
11,3.3,0.0438
12,3.3,0.0381
13,3.3,0.0288
14,3.3,0.0263
15,3.3,0.0199
16,3.3,0.0159
17,3.3,0.0166
18,3.3,0.0126
19,3.3,0.0103
20,3.3,0.0102
