RMSE,CDF
1.0377183398900223,0.0050009442394026256
1.0465373586888829,0.010044388856377859
1.0521804085166775,0.01511502830690683
1.074880103383601,0.02029506151479483
1.083192759036401,0.025515154848637055
1.0833834835203986,0.030736167316769286
1.09874446385786,0.03603120700710359
1.1131104974155568,0.041395479098949695
1.2203150860982777,0.04727638865358479
1.2467083522617985,0.05328449192476677
1.2841766808484065,0.059473161554663305
1.5702606638128829,0.06704051940042309
1.7330733304773744,0.07539249965879617
1.7791999955208437,0.08396677229744695
1.8224577560177129,0.09274951156895035
1.8706997260099425,0.10176473724129702
1.9105380874437603,0.11097195087074273
1.9156147734330167,0.12020362992840465
1.925806843889249,0.12948442633715923
1.9573395688886386,0.1389171844038865
1.9898235819263068,0.14850648855024715
1.9982877948726756,0.15813658320338414
2.0266630483999486,0.16790342311312303
2.042181859889405,0.17774505086069547
2.0552025772969267,0.18764942769846799
2.0658224773615674,0.19760498367224472
2.0671972077729395,0.20756716470974754
2.0700942904409048,0.21754330728991805
2.0712690643882197,0.2275251113090153
2.0823739238150614,0.23756043156719714
2.0838049456760324,0.24760264816734093
2.08395285030513,0.2576455775454847
2.0954507469050823,0.26774391727685876
2.0983856730616317,0.2778564009252201
2.0987969756144143,0.2879708667117522
2.1083639065933437,0.2981314371940662
2.1120652187828473,0.30830984494027036
2.112755695519501,0.3184915802133437
2.1141190953385407,0.328679885946058
2.1206639480300296,0.3388997324563679
2.1219829368303067,0.3491259354019348
2.1274363206141302,0.3593784191475712
2.129424100481834,0.36964048234834135
2.1330242963140984,0.3799198955157798
2.1339741596250934,0.3902038862388716
2.135361385525985,0.4004945622436155
2.139672037973113,0.4108060120283871
2.1410020811210306,0.4211238715212298
2.149654434663813,0.43148342820293756
2.155739233087198,0.44187230858111826
2.1690295259955614,0.45232523718048295
2.186326645726654,0.4628615235928036
2.197177731324096,0.47345010326421366
2.2169812351639187,0.48413411944728674
2.2350272379638354,0.4949051024404058
2.2481407370528133,0.5057392816547022
2.2519174409233966,0.5165916614584452
2.255247209311562,0.5274600879922103
2.2634281295100687,0.538367939795981
2.266146334077502,0.549288891097901
2.268950128897154,0.5602233543722059
2.274075892386288,0.571182519587691
2.2756673300384707,0.5821493542165931
2.280153737652653,0.5931378096200842
2.2837132611789395,0.6041434189833635
2.2839198505518956,0.6151500239365778
2.288708015528745,0.6261797038853258
2.294887605111278,0.6372391643455448
2.2957975333647918,0.648303009907465
2.3046382598033928,0.65940946045983
2.307820315277356,0.6705312458881243
2.307913892894907,0.6816534822831496
2.3105921711103847,0.6927886257643258
2.3169816638854215,0.7039545613167776
2.319184795279531,0.715131114140632
2.319993780335334,0.7263115656034513
2.3253638954206224,0.7375178965800737
2.3269908484773056,0.7487320681249926
2.3287906298797307,0.7599549131279113
2.3289751254461093,0.7711786472468882
2.3307015250639993,0.7824107011843477
2.333802821070204,0.7936577008038876
2.336974041288164,0.8049199830823834
2.337462250427453,0.8161846181251978
2.3470616597491842,0.8274955143825478
2.3502689493478495,0.8388218671234404
2.350339483544943,0.8501485597808338
2.351126441395251,0.8614790449242773
2.351215095192805,0.8728099573057112
2.3523980831741707,0.8841465707109233
2.364662088237922,0.8955422864786147
2.3778805466804966,0.9070017042847698
2.3784120127793797,0.9184636833180165
2.3789219552891807,0.9299281198524548
2.4039740477435942,0.9415132867552686
2.413448288549074,0.9531441116638798
2.4178982131397406,0.9647963815290772
2.4253424432888395,0.9764845264274601
2.429530474641635,0.9881928541735997
2.450035669119,1.0
