localization_order,RMSE
1,0.8093103767206135
2,0.9006813807215683
3,0.9120676794923821
4,0.8989877200186914
5,0.8772267677471982
6,0.8645345492341898
7,0.8562895776184262
8,0.846264908727427
9,0.8387406963150448
10,0.8243716990920701
11,0.8195776409134332
12,0.8128911487487837
13,0.8145537140136974
14,0.8163830163264579
15,0.8166960091600316
16,0.8388886590420925
17,0.8435773976156661
18,0.8787288505361143
19,0.898768534187999
20,0.9270615009356937
